Datum;Uhrzeit;T-DHT22;FR-DHT22;FA-DHT22;CO2-CCS811;CO2-PASCO2
2021:01:24;16:55:44;23,9;35,1;7,6;400;640
2021:01:24;16:56:02;23,9;34,9;7,6;400;685
2021:01:24;17:06:51;20,5;25,7;4,6;0;373
2021:01:24;17:07:12;20,3;25,5;4,5;400;369
2021:01:24;17:07:31;20,1;26,1;4,5;400;367
2021:01:24;17:07:49;20,0;25,9;4,5;400;375
2021:01:24;17:08:17;19,8;26,1;4,5;400;368
2021:01:24;17:08:36;19,7;25,9;4,4;400;361
2021:01:24;17:08:54;19,7;26,2;4,4;400;352
2021:01:24;17:09:13;19,7;25,7;4,4;400;354
2021:01:24;17:09:41;19,6;25,1;4,2;400;345
2021:01:24;17:09:59;19,6;25,8;4,4;403;358
2021:01:24;17:10:18;19,5;26,4;4,4;400;350
2021:01:24;17:10:36;19,5;25,1;4,2;411;347
2021:01:24;17:11:05;19,6;28,5;4,8;428;357
2021:01:24;17:11:23;19,6;28,5;4,8;402;368
2021:01:24;17:11:41;19,8;28,0;4,8;406;366
2021:01:24;17:12:00;19,9;28,6;4,9;418;372
2021:01:24;17:12:28;20,3;29,6;5,2;418;401
2021:01:24;17:12:47;20,3;29,4;5,2;407;411
2021:01:24;17:13:05;20,5;29,4;5,2;408;417
2021:01:24;17:13:24;20,6;29,7;5,3;414;425
2021:01:24;17:13:52;20,9;31,5;5,7;421;442
2021:01:24;17:14:10;20,9;31,6;5,8;409;438
2021:01:24;17:14:29;21,0;31,4;5,8;409;459
2021:01:24;17:14:47;21,2;32,1;5,9;409;457
2021:01:24;17:15:15;21,4;32,6;6,1;416;504
2021:01:24;17:15:34;21,4;33,1;6,2;414;509
2021:01:24;17:15:52;21,6;32,9;6,2;400;522
2021:01:24;17:16:11;21,6;32,9;6,2;405;527
2021:01:24;17:16:39;21,8;32,6;6,3;400;525
2021:01:24;17:16:58;21,7;32,4;6,2;414;516
2021:01:24;17:17:16;21,8;32,6;6,3;403;530
2021:01:24;17:17:35;21,9;32,7;6,3;406;535
2021:01:24;17:18:03;22,1;32,7;6,4;403;528
2021:01:24;17:18:21;22,1;32,7;6,4;407;528
2021:01:24;17:18:40;22,2;32,6;6,4;400;516
2021:01:24;17:18:58;22,2;32,5;6,4;402;530
2021:01:24;17:19:26;22,4;32,5;6,5;400;531
2021:01:24;17:19:45;22,4;32,5;6,5;406;525
2021:01:24;17:20:03;22,4;32,3;6,4;415;539
2021:01:24;17:20:22;22,4;32,4;6,4;402;536
2021:01:24;17:20:50;22,6;32,5;6,5;406;528
2021:01:24;17:21:08;22,6;32,2;6,5;402;525
2021:01:24;17:21:27;22,6;32,3;6,5;409;543
2021:01:24;17:21:45;22,7;32,3;6,5;413;521
2021:01:24;17:22:14;22,8;32,3;6,6;409;548
2021:01:24;17:22:32;22,8;31,8;6,5;400;558
2021:01:24;17:22:51;22,8;32,1;6,5;403;553
2021:01:24;17:23:09;22,9;32,0;6,5;403;564
2021:01:24;17:23:37;22,9;31,9;6,5;400;544
2021:01:24;17:23:56;22,9;31,8;6,5;406;552
2021:01:24;17:24:14;22,9;32,1;6,6;405;558
2021:01:24;17:24:33;22,9;32,0;6,5;405;563
2021:01:24;17:25:01;23,1;32,1;6,6;415;570
2021:01:24;17:25:19;23,0;31,4;6,5;410;568
2021:01:24;17:25:38;23,1;32,0;6,6;408;559
2021:01:24;17:25:56;23,1;31,9;6,6;410;567
2021:01:24;17:26:25;23,1;30,8;6,4;405;557
2021:01:24;17:26:43;23,1;31,8;6,6;400;560
2021:01:24;17:27:02;23,1;32,0;6,6;413;553
2021:01:24;17:27:20;23,2;31,9;6,6;410;552
2021:01:24;17:27:48;23,2;32,0;6,7;409;566
2021:01:24;17:28:07;23,2;31,9;6,6;414;558
2021:01:24;17:28:25;23,3;31,8;6,7;406;566
2021:01:24;17:28:44;23,3;32,3;6,8;400;556
2021:01:24;17:29:12;23,3;32,1;6,7;416;556
2021:01:24;17:29:30;23,3;31,1;6,5;414;561
2021:01:24;17:29:49;23,4;32,1;6,8;409;560
2021:01:24;17:30:07;23,4;32,0;6,7;411;558
2021:01:24;17:30:36;23,4;32,1;6,8;405;555
2021:01:24;17:30:54;23,4;31,8;6,7;406;570
2021:01:24;17:31:13;23,4;32,3;6,8;409;556
2021:01:24;17:31:31;23,4;32,0;6,7;409;558
2021:01:24;17:31:59;23,4;32,0;6,7;409;553
2021:01:24;17:32:18;23,5;31,9;6,7;410;549
2021:01:24;17:32:36;23,5;32,1;6,8;414;559
2021:01:24;17:32:55;23,5;32,1;6,8;400;565
2021:01:24;17:33:23;23,5;32,1;6,8;413;563
2021:01:24;17:33:41;23,5;31,9;6,7;407;564
2021:01:24;17:34:00;23,5;32,1;6,8;406;573
2021:01:24;17:34:18;23,5;32,0;6,8;402;560
2021:01:24;17:34:46;23,6;32,2;6,9;402;571
2021:01:24;17:35:05;23,6;32,1;6,8;406;571
2021:01:24;17:35:23;23,5;32,0;6,8;409;564
2021:01:24;17:35:42;23,6;31,9;6,8;407;568
2021:01:24;17:36:10;23,6;32,3;6,9;406;569
2021:01:24;17:36:29;23,6;32,1;6,8;409;573
2021:01:24;17:36:47;23,6;32,2;6,9;413;565
2021:01:24;17:37:06;23,6;32,1;6,8;400;559
2021:01:24;17:37:34;23,6;32,3;6,9;403;569
2021:01:24;17:37:52;23,7;32,1;6,9;403;563
2021:01:24;17:38:11;23,7;32,3;6,9;400;573
2021:01:24;17:38:29;23,7;32,2;6,9;410;563
2021:01:24;17:38:57;23,7;32,0;6,8;410;553
2021:01:24;17:39:16;23,7;32,2;6,9;406;563
2021:01:24;17:39:34;23,7;32,0;6,8;406;576
2021:01:24;17:39:53;23,7;32,3;6,9;410;566
2021:01:24;17:40:21;23,7;32,3;6,9;400;568
2021:01:24;17:40:40;23,7;32,2;6,9;403;570
2021:01:24;17:40:58;23,7;32,3;6,9;409;578
2021:01:24;17:41:17;23,7;32,3;6,9;403;567
2021:01:24;17:41:45;23,7;32,3;6,9;400;583
2021:01:24;17:42:03;23,7;32,2;6,9;408;566
2021:01:24;17:42:22;23,7;32,3;6,9;410;575
2021:01:24;17:42:40;23,7;32,2;6,9;410;569
2021:01:24;17:43:08;23,7;32,4;6,9;417;581
2021:01:24;17:43:27;23,7;32,3;6,9;414;559
2021:01:24;17:43:45;23,7;32,2;6,9;407;572
2021:01:24;17:44:04;23,7;32,4;6,9;414;573
2021:01:24;17:44:32;23,8;32,5;7,0;402;576
2021:01:24;17:44:51;23,8;32,3;7,0;407;582
2021:01:24;17:45:09;23,8;32,4;7,0;409;577
2021:01:24;17:45:28;23,8;32,6;7,0;406;573
2021:01:24;17:45:56;23,8;32,6;7,0;414;583
2021:01:24;17:46:14;23,8;31,9;6,9;410;609
2021:01:24;17:46:33;23,9;32,2;7,0;410;573
2021:01:24;17:46:51;23,8;32,5;7,0;408;562
2021:01:24;17:47:19;23,8;32,5;7,0;408;570
2021:01:24;17:47:38;23,8;32,2;6,9;403;606
2021:01:24;17:47:56;23,8;32,4;7,0;414;576
2021:01:24;17:48:15;23,8;32,2;6,9;403;566
2021:01:24;17:48:43;23,8;32,6;7,0;406;581
2021:01:24;17:49:01;23,9;32,4;7,0;409;579
2021:01:24;17:49:20;23,9;32,6;7,1;413;578
2021:01:24;17:49:38;23,8;32,5;7,0;414;578
2021:01:24;17:50:07;23,9;32,6;7,1;408;573
2021:01:24;17:50:25;23,9;32,5;7,0;411;582
2021:01:24;17:50:44;23,9;32,7;7,1;406;578
2021:01:24;17:51:02;23,9;32,6;7,1;406;584
2021:01:24;17:51:30;23,9;32,6;7,1;403;578
2021:01:24;17:51:49;23,8;32,3;7,0;406;575
2021:01:24;17:52:07;23,9;32,4;7,0;409;581
2021:01:24;17:52:26;23,9;32,6;7,1;402;573
2021:01:24;17:52:54;23,8;32,6;7,0;406;586
2021:01:24;17:53:12;23,8;32,6;7,0;410;578
2021:01:24;17:53:31;23,8;32,9;7,1;414;612
2021:01:24;17:53:49;23,8;32,7;7,0;409;595
2021:01:24;17:54:18;23,9;32,9;7,1;407;620
2021:01:24;17:54:36;23,9;32,7;7,1;409;596
2021:01:24;17:54:55;23,8;32,7;7,0;400;582
2021:01:24;17:55:13;23,9;32,8;7,1;406;592
2021:01:24;17:55:41;23,8;32,8;7,1;414;594
2021:01:24;17:56:00;23,8;32,7;7,0;402;596
2021:01:24;17:56:18;23,8;32,7;7,0;406;617
2021:01:24;17:56:37;23,7;32,7;7,0;409;630
2021:01:24;17:57:05;23,8;33,0;7,1;406;587
2021:01:24;17:57:23;23,8;32,7;7,0;400;590
2021:01:24;17:57:42;23,9;32,6;7,1;410;604
2021:01:24;17:58:00;23,9;32,8;7,1;417;606
2021:01:24;17:58:28;23,8;32,9;7,1;409;606
2021:01:24;17:58:47;23,9;32,7;7,1;402;636
2021:01:24;17:59:05;23,9;32,8;7,1;400;636
2021:01:24;17:59:24;23,8;32,8;7,1;403;610
2021:01:24;17:59:52;23,8;31,8;6,8;402;605
2021:01:24;18:00:11;23,9;32,7;7,1;410;608
2021:01:24;18:00:29;23,9;32,6;7,1;414;590
2021:01:24;18:00:48;23,9;32,8;7,1;406;601
2021:01:24;18:01:16;23,9;32,7;7,1;414;602
2021:01:24;18:01:34;23,9;32,7;7,1;400;599
2021:01:24;18:01:53;23,9;32,8;7,1;403;595
2021:01:24;18:02:11;23,9;33,0;7,1;410;599
2021:01:24;18:02:39;23,9;32,9;7,1;411;604
2021:01:24;18:02:58;23,9;32,7;7,1;420;582
2021:01:24;18:03:16;23,9;32,6;7,1;403;592
2021:01:24;18:03:35;23,9;32,9;7,1;408;592
2021:01:24;18:04:03;23,8;33,0;7,1;403;606
2021:01:24;18:04:22;23,9;32,9;7,1;417;628
2021:01:24;18:04:40;23,9;33,1;7,2;408;599
2021:01:24;18:04:59;23,9;32,9;7,1;405;606
2021:01:24;18:05:27;23,9;33,1;7,2;411;613
2021:01:24;18:05:45;23,9;32,9;7,1;410;616
2021:01:24;18:06:04;24,0;33,0;7,2;403;623
2021:01:24;18:06:22;23,9;32,9;7,1;409;621
2021:01:24;18:06:50;23,9;32,9;7,1;407;613
2021:01:24;18:07:09;23,9;32,9;7,1;403;614
2021:01:24;18:07:27;24,0;33,0;7,2;407;619
2021:01:24;18:07:46;23,9;33,0;7,1;407;624
2021:01:24;18:08:14;23,9;33,2;7,2;403;626
2021:01:24;18:08:32;23,9;32,9;7,1;403;629
2021:01:24;18:08:51;23,9;33,0;7,1;406;618
2021:01:24;18:09:09;23,9;33,1;7,2;403;627
2021:01:24;18:09:38;24,0;33,3;7,2;403;647
2021:01:24;18:09:56;23,9;32,5;7,0;400;624
2021:01:24;18:10:15;24,0;33,1;7,2;406;618
2021:01:24;18:10:33;24,0;33,1;7,2;402;658
2021:01:24;18:11:01;24,0;33,2;7,2;409;651
2021:01:24;18:11:20;24,0;33,0;7,2;403;629
2021:01:24;18:11:38;24,0;32,9;7,2;403;625
2021:01:24;18:11:57;24,0;33,1;7,2;402;627
2021:01:24;18:12:25;24,1;33,1;7,2;403;633
2021:01:24;18:12:43;24,0;33,2;7,2;402;619
2021:01:24;18:13:02;24,0;33,1;7,2;407;613
2021:01:24;18:13:20;24,0;33,0;7,2;407;625
2021:01:24;18:13:48;24,0;33,2;7,2;409;626
2021:01:24;18:14:07;24,0;33,0;7,2;402;662
2021:01:24;18:14:25;23,9;33,0;7,1;410;623
2021:01:24;18:14:44;24,0;33,1;7,2;407;616
2021:01:24;18:15:12;24,0;33,2;7,2;400;628
2021:01:24;18:15:31;23,9;33,0;7,1;406;631
2021:01:24;18:15:49;24,0;33,2;7,2;402;618
2021:01:24;18:16:08;23,9;32,8;7,1;403;665
2021:01:24;18:16:36;24,0;33,3;7,2;406;661
2021:01:24;18:16:54;23,9;33,0;7,1;407;653
2021:01:24;18:17:13;24,0;33,0;7,2;407;662
2021:01:24;18:17:31;24,0;33,2;7,2;406;638
2021:01:24;18:17:59;24,0;33,3;7,2;403;638
2021:01:24;18:18:18;24,0;33,2;7,2;402;633
2021:01:24;18:18:36;24,0;33,2;7,2;402;630
2021:01:24;18:18:55;24,0;33,3;7,2;407;638
2021:01:24;18:19:23;24,0;33,3;7,2;402;648
2021:01:24;18:19:42;24,0;33,1;7,2;405;631
2021:01:24;18:20:00;24,0;32,9;7,2;408;632
2021:01:24;18:20:19;24,1;33,2;7,3;405;632
2021:01:24;18:20:47;24,1;33,2;7,3;406;638
2021:01:24;18:21:05;24,1;33,0;7,2;407;644
2021:01:24;18:21:24;24,2;33,2;7,3;402;640
2021:01:24;18:21:42;24,1;32,8;7,2;407;638
2021:01:24;18:22:10;24,1;33,1;7,2;407;632
2021:01:24;18:22:29;24,1;33,0;7,2;405;639
2021:01:24;18:22:47;24,2;33,1;7,3;403;641
2021:01:24;18:23:06;24,1;33,0;7,2;400;640
2021:01:24;18:23:34;24,1;33,0;7,2;409;673
2021:01:24;18:23:52;24,2;33,0;7,3;405;642
2021:01:24;18:24:11;24,1;32,9;7,2;410;674
2021:01:24;18:24:29;24,2;32,9;7,2;408;671
2021:01:24;18:24:58;24,1;31,9;7,0;403;650
2021:01:24;18:25:16;24,1;33,0;7,2;405;643
2021:01:24;18:25:35;24,1;33,1;7,2;402;672
2021:01:24;18:25:53;24,2;33,1;7,3;405;641
2021:01:24;18:26:21;24,1;33,0;7,2;407;672
2021:01:24;18:26:40;24,1;33,2;7,3;407;666
2021:01:24;18:26:58;24,0;33,1;7,2;403;673
2021:01:24;18:27:17;24,1;33,2;7,3;403;668
2021:01:24;18:27:45;24,1;33,0;7,2;407;631
2021:01:24;18:28:03;24,1;33,0;7,2;403;665
2021:01:24;18:28:22;24,1;33,2;7,3;400;671
2021:01:24;18:28:40;24,1;33,2;7,3;411;638
2021:01:24;18:29:08;24,1;33,1;7,2;407;660
2021:01:24;18:29:27;24,1;32,8;7,2;406;633
2021:01:24;18:29:45;24,1;33,1;7,2;400;640
2021:01:24;18:30:04;24,1;33,1;7,2;403;638
2021:01:24;18:30:32;24,1;33,2;7,3;403;634
2021:01:24;18:30:51;24,1;32,9;7,2;406;645
2021:01:24;18:31:09;24,2;33,1;7,3;403;645
2021:01:24;18:31:28;24,1;32,9;7,2;400;672
2021:01:24;18:31:56;24,2;33,2;7,3;408;634
2021:01:24;18:32:14;24,1;33,0;7,2;400;645
2021:01:24;18:32:33;24,1;32,9;7,2;408;640
2021:01:24;18:32:51;24,1;32,6;7,1;408;646
2021:01:24;18:33:19;24,1;33,3;7,3;400;674
2021:01:24;18:33:38;24,1;32,6;7,1;406;656
2021:01:24;18:33:56;24,1;33,3;7,3;400;693
2021:01:24;18:34:15;24,1;33,3;7,3;400;663
2021:01:24;18:34:43;24,1;33,4;7,3;402;678
2021:01:24;18:35:01;24,1;33,2;7,3;403;702
2021:01:24;18:35:20;24,2;33,4;7,4;407;678
2021:01:24;18:35:39;24,2;32,8;7,2;402;675
2021:01:24;18:36:07;24,2;33,3;7,3;403;685
2021:01:24;18:36:25;24,2;33,1;7,3;403;687
2021:01:24;18:36:44;24,1;33,0;7,2;403;688
2021:01:24;18:37:02;24,2;33,3;7,3;400;682
2021:01:24;18:37:30;24,2;33,4;7,4;406;714
2021:01:24;18:37:49;24,2;33,2;7,3;403;683
2021:01:24;18:38:07;24,3;33,0;7,3;403;687
2021:01:24;18:38:26;24,3;33,0;7,3;407;674
2021:01:24;18:38:54;24,2;33,4;7,4;406;686
2021:01:24;18:39:12;24,2;33,1;7,3;400;717
2021:01:24;18:39:31;24,2;33,0;7,3;403;714
2021:01:24;18:39:49;24,1;33,2;7,3;405;696
2021:01:24;18:40:18;24,2;33,4;7,4;403;686
2021:01:24;18:40:36;24,2;33,1;7,3;410;689
2021:01:24;18:40:55;24,2;33,2;7,3;403;691
2021:01:24;18:41:13;24,2;33,1;7,3;402;678
2021:01:24;18:41:41;24,2;33,4;7,4;402;717
2021:01:24;18:42:00;24,2;33,2;7,3;406;708
2021:01:24;18:42:18;24,2;33,2;7,3;410;691
2021:01:24;18:42:37;24,1;33,2;7,3;403;731
2021:01:24;18:43:05;24,1;33,5;7,3;408;703
2021:01:24;18:43:23;24,1;33,3;7,3;402;709
2021:01:24;18:43:42;24,2;33,0;7,3;406;748
2021:01:24;18:44:00;24,2;33,2;7,3;403;706
2021:01:24;18:44:28;24,2;33,5;7,4;409;723
2021:01:24;18:44:47;24,2;33,3;7,3;403;768
2021:01:24;18:45:06;24,1;33,3;7,3;403;780
2021:01:24;18:45:24;24,1;33,2;7,3;406;761
2021:01:24;18:45:52;24,2;33,8;7,4;409;812
2021:01:24;18:46:11;24,1;33,6;7,4;406;825
2021:01:24;18:46:29;24,1;33,4;7,3;400;838
2021:01:24;18:46:48;24,2;33,8;7,4;406;820
2021:01:24;18:47:16;24,1;33,8;7,4;406;829
2021:01:24;18:47:34;24,1;33,5;7,3;402;832
2021:01:24;18:47:53;24,1;33,4;7,3;403;839
2021:01:24;18:48:11;24,1;33,5;7,3;403;850
2021:01:24;18:48:39;24,1;34,0;7,4;407;861
2021:01:24;18:48:58;24,1;33,8;7,4;407;875
2021:01:24;18:49:16;24,1;33,9;7,4;407;869
2021:01:24;18:49:35;24,1;33,7;7,4;407;883
2021:01:24;18:50:03;24,1;34,2;7,5;407;891
2021:01:24;18:50:22;24,1;34,1;7,5;403;910
2021:01:24;18:50:40;24,1;34,2;7,5;403;921
2021:01:24;18:50:59;24,1;34,1;7,5;406;941
2021:01:24;18:51:27;24,0;34,7;7,6;406;947
2021:01:24;18:51:45;24,1;34,7;7,6;406;950
2021:01:24;18:52:04;24,1;34,5;7,6;400;950
2021:01:24;18:52:22;24,0;34,4;7,5;414;982
2021:01:24;18:52:50;24,1;35,0;7,7;406;973
2021:01:24;18:53:09;24,1;34,6;7,6;406;986
2021:01:24;18:53:27;24,1;34,9;7,6;402;999
2021:01:24;18:53:46;24,1;34,7;7,6;400;1009
2021:01:24;18:54:14;24,1;35,0;7,7;409;1013
2021:01:24;18:54:33;24,1;34,8;7,6;406;1015
2021:01:24;18:54:51;24,1;35,0;7,7;406;1037
2021:01:24;18:55:10;24,1;35,2;7,7;405;1039
2021:01:24;18:55:38;24,1;35,5;7,8;411;1048
2021:01:24;18:55:56;24,1;35,3;7,7;407;1053
2021:01:24;18:56:15;24,1;35,1;7,7;403;1042
2021:01:24;18:56:33;24,1;35,4;7,7;406;1059
2021:01:24;18:57:01;24,2;35,6;7,8;403;1066
2021:01:24;18:57:20;24,1;35,4;7,7;403;1080
2021:01:24;18:57:38;24,1;35,4;7,7;405;1101
2021:01:24;18:57:57;24,1;35,8;7,8;410;1101
2021:01:24;18:58:25;24,2;35,8;7,9;402;1136
2021:01:24;18:58:43;24,2;35,7;7,9;408;1123
2021:01:24;18:59:02;24,2;35,7;7,9;408;1098
2021:01:24;18:59:20;24,2;35,6;7,8;405;1149
2021:01:24;18:59:49;24,1;36,1;7,9;403;1152
2021:01:24;19:00:07;24,2;36,0;7,9;408;1127
2021:01:24;19:00:26;24,2;36,1;7,9;406;1173
2021:01:24;19:00:44;24,2;36,2;8,0;406;1162
2021:01:24;19:01:12;24,1;36,3;7,9;403;1183
2021:01:24;19:01:31;24,1;36,1;7,9;408;1178
2021:01:24;19:01:49;24,2;36,2;8,0;408;1183
2021:01:24;19:02:08;24,2;36,5;8,0;403;1214
2021:01:24;19:02:36;24,2;36,7;8,1;413;1200
2021:01:24;19:02:54;24,1;36,5;8,0;406;1204
2021:01:24;19:03:13;24,2;36,6;8,1;402;1203
2021:01:24;19:03:31;24,2;36,7;8,1;402;1220
2021:01:24;19:03:59;24,1;37,0;8,1;407;1221
2021:01:24;19:04:18;24,2;36,7;8,1;409;1240
2021:01:24;19:04:36;24,2;36,8;8,1;402;1210
2021:01:24;19:04:55;24,2;36,8;8,1;402;1242
2021:01:24;19:05:23;24,2;37,3;8,2;406;1247
2021:01:24;19:05:42;24,2;37,1;8,2;403;1270
2021:01:24;19:06:00;24,2;37,3;8,2;403;1285
2021:01:24;19:06:19;24,2;37,3;8,2;403;1291
2021:01:24;19:06:47;24,2;38,0;8,4;403;1319
2021:01:24;19:07:05;24,2;37,8;8,3;410;1317
2021:01:24;19:07:24;24,2;37,9;8,3;405;1280
2021:01:24;19:07:42;24,2;38,2;8,4;403;1326
2021:01:24;19:08:10;24,2;38,3;8,4;405;1335
2021:01:24;19:08:29;24,2;38,2;8,4;408;1340
2021:01:24;19:08:47;24,2;38,2;8,4;411;1336
2021:01:24;19:09:06;24,2;37,9;8,3;408;1344
2021:01:24;19:09:34;24,2;38,5;8,5;409;1366
2021:01:24;19:09:52;24,2;38,3;8,4;406;1369
2021:01:24;19:10:11;24,2;38,4;8,5;406;1367
2021:01:24;19:10:30;24,2;38,8;8,5;407;1376
2021:01:24;19:10:58;24,2;39,2;8,6;409;1375
2021:01:24;19:11:16;24,2;39,1;8,6;408;1380
2021:01:24;19:11:35;24,2;38,8;8,5;408;1387
2021:01:24;19:11:53;24,2;37,9;8,3;403;1390
2021:01:24;19:12:21;24,2;39,1;8,6;403;1400
2021:01:24;19:12:40;24,3;39,1;8,7;406;1396
2021:01:24;19:12:58;24,2;39,2;8,6;402;1409
2021:01:24;19:13:17;24,3;39,7;8,8;402;1413
2021:01:24;19:13:45;24,3;39,5;8,7;402;1427
2021:01:24;19:14:03;24,2;39,4;8,7;406;1429
2021:01:24;19:14:22;24,2;39,5;8,7;403;1434
2021:01:24;19:14:40;24,2;39,2;8,6;406;1442
2021:01:24;19:15:09;24,2;39,6;8,7;400;1442
2021:01:24;19:15:27;24,2;39,5;8,7;403;1451
2021:01:24;19:15:46;24,2;39,7;8,7;403;1449
2021:01:24;19:16:04;24,2;40,0;8,8;407;1456
2021:01:24;19:16:32;24,2;40,0;8,8;400;1462
2021:01:24;19:16:51;24,2;40,0;8,8;406;1464
2021:01:24;19:17:09;24,2;40,3;8,9;400;1486
2021:01:24;19:17:28;24,2;40,2;8,8;400;1496
2021:01:24;19:17:56;24,2;40,3;8,9;402;1515
2021:01:24;19:18:14;24,2;40,5;8,9;406;1511
2021:01:24;19:18:33;24,2;40,6;8,9;402;1518
2021:01:24;19:18:51;24,2;40,6;8,9;411;1519
2021:01:24;19:19:19;24,2;40,5;8,9;400;1535
2021:01:24;19:19:38;24,2;40,6;8,9;405;1550
2021:01:24;19:19:56;24,2;40,8;9,0;405;1557
2021:01:24;19:20:15;24,2;41,0;9,0;405;1555
2021:01:24;19:20:43;24,3;41,8;9,3;409;1580
2021:01:24;19:21:02;24,3;41,5;9,2;403;1582
2021:01:24;19:21:20;24,3;41,4;9,2;403;1582
2021:01:24;19:21:39;24,2;41,4;9,1;400;1570
2021:01:24;19:22:07;24,2;41,6;9,2;403;1581
2021:01:24;19:22:25;24,2;41,2;9,1;403;1576
2021:01:24;19:22:44;24,2;41,3;9,1;400;1577
2021:01:24;19:23:02;24,2;41,1;9,0;400;1574
2021:01:24;19:23:30;24,3;40,6;9,0;405;1568
